app_name,release_date,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
Ticket to Ride - USA 1910,2012,108232,Days of Wonder,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Cities in Motion: Paris,2012,206714,Colossal Order Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jagged Alliance - Back in Action: Shades of Red DLC,2012,203344,Coreplay GmbH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Serious Sam HD: The Second Encounter,2010,41014,Croteam,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Serious Sam HD: The Second Encounter - Legend of the Beast DLC,2012,41019,Croteam,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nancy Drew®: Tomb of the Lost Queen,2012,210230,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Hungry Diner,2012,211800,Black Market Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Train Simulator: BR Class 423 ‘4VEP’ EMU Add-On,2012,65256,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Train Simulator: Portsmouth Direct Line Route Add-On,2012,65218,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Resident Evil: Operation Raccoon City,2012,209100,Slant Six Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Shooter 2 Conscription,2012,211010,Sigma Team Inc.,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Gratuitous Tank Battles,2012,205530,Positech Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Farming Simulator Farming Classics Pack 4,2012,90207,Giants Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ticket to Ride - Europe,2012,108230,Days of Wonder,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ticket to Ride,2012,108200,Days of Wonder,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Train Simulator: DB BR143 Loco Add-On,2012,208281,virtualRailroads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Train Simulator: Class 67 Diamond Jubilee Loco Add-On,2012,208284,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ys Origin,2012,207350,Nihon Falcom,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dungeon Defenders: Talay Mining Complex Mission Pack,2012,208545,Trendy Entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Max Payne 3 Rockstar Pass,2012,213370,Rockstar Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Payne 3,2012,204100,Rockstar Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Binary Domain - Multiplayer Map Pack,2012,203766,Devil's Details,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Binary Domain - Dan Marshall Pack,2012,203765,Devil's Details,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waveform: Eris,2012,204182,Eden Industries,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dungeons of Dredmor: You Have To Name The Expansion Pack,2012,98821,"Gaslamp Games, Inc.",0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
The Lord of the Rings Online™,2012,212500,"Standing Stone Games, LLC",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Splice,2012,209790,Cipher Prime Studios,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Indie Game: The Movie,2012,207080,BlinkWorks Media,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Krater,2012,42170,Fatshark,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
LEGO® Batman 2 DC Super Heroes™,2012,213330,TT Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantum Conundrum: The Desmond Debacle,2012,204900,Airtight Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vindictus,2012,212160,Nexon,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Sniper Elite V2 - Kill Hitler + 2 Rifles,2012,210561,Rebellion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of Duty®: Modern Warfare® 3 Collection 2,2012,42696,"Infinity Ward,Sledgehammer Games,Raven Software,Aspyr (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012,213030,Zeboyd Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Dark Eye: Chains of Satinav,2012,203830,Daedalic Entertainment,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dungeons & Dragons Online® Menace of the Underdark™,2012,213195,"Standing Stone Games, LLC",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Dungeons & Dragons Online®,2012,206480,"Standing Stone Games, LLC",0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Tom Clancy's Ghost Recon: Future Soldier™,2012,212630,"Ubisoft Paris,Red Storm Entertainment",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crusader Kings II: Songs of the Caliph,2012,210893,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Expansion - Crusader Kings II: Sword of Islam,2012,203778,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Quantum Conundrum,2012,200010,Airtight Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tribes: Ascend,2012,17080,Hi-Rez Studios,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Killing Floor - Harold Lott Character Pack,2012,210933,Tripwire Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divine Divinity,2002,214170,Larian Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Crusader Kings II: African Unit Pack,2012,210892,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Xotic DLC: Warp Field Expansion Pack,2012,92622,"WXP Games, LLC",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Foreign Legion: Multi Massacre,2012,205550,Sakari Indie &amp; GriN,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dungeon Defenders  - Quest for the Lost Eternia Shards Part 4,2012,204384,Trendy Entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Source Filmmaker,2012,1840,Valve,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Magic 2013 “Goblin Gangland” Deck Key,2012,97368,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Magic 2013 “Pack Instinct” Deck Key,2012,97364,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Street Fighter X Tekken: Hugo (Swap Costume),2012,210041,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic 2013 “Obedient Dead” Foil Conversion,2012,97371,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Magic 2013 “Goblin Gangland” Foil Conversion,2012,97369,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hard Reset: Exile DLC,2012,98421,Flying Wild Hog,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiral Knights: Guardians Armor Pack,2012,206522,Grey Havens,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Law (Swap Costume),2012,210056,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: King (Swap Costume),2012,210057,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Julia (Swap Costume),2012,210062,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Paul (Swap Costume),2012,210055,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Might & Magic: Heroes VI - Pirates of the Savage Sea Adventure Pack,2012,48231,Limbic Entertainment GmhH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Street Fighter X Tekken: Ibuki (Swap Costume),2012,210039,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Rolento (Swap Costume),2012,210038,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Sagat (Swap Costume),2012,210037,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Dhalsim (Swap Costume),2012,210036,"Capcom U.S.A., Inc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Abel (Swap Costume),2012,210035,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Lili (Swap Costume),2012,210052,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Zangief (Swap Costume),2012,210043,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Raven (Swap Costume),2012,210064,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Yoshimitsu (Swap Costume),2012,210063,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Jin (Swap Costume),2012,210065,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Ogre (Swap Costume),2012,210067,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Xiaoyu (Swap Costume),2012,210066,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Tekken Swap Costume Complete Pack,2012,210069,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Street Fighter/Tekken Shared Assist Gem Pack 1,2012,210072,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken: Street Fighter/Tekken Shared Assist Gem Pack 2,2012,210073,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDK2 HD,2012,213350,Overhaul Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shatter: Official Videogame Soundtrack,2012,20828,Sidhe,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Book of Unwritten Tales Digital Extras,2012,215200,KING Art,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearts of Iron III: US Infantry Sprite Pack,2012,214980,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Book of Unwritten Tales,2012,215160,KING Art,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria II: A House Divided - American Civil War Spritepack,2012,215000,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Street Fighter X Tekken: Street Fighter Swap Costume Complete Pack,2012,210068,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Virus Named TOM,2012,207650,Misfits Attic,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
eXceed 2nd - Vampire REX,2012,207380,Tennen-sozai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Virus Named TOM Soundtrack,2012,207655,Misfits Attic,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eXceed 3rd - Jade Penetrate Black Package,2012,207400,Tennen-sozai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ticket to Ride - Legendary Asia,2012,108233,Days of Wonder,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Death Rally,2012,108700,"Remedy Entertainment Ltd.,Mountain Sheep Inc.,Cornfox &amp; Brothers Ltd.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Train Simulator: CN SD40-2 Wide Nose Loco Add-On,2012,208355,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sleeping Dogs: The Red Envelope Pack,2012,215243,United Front Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train Simulator: SD70 V2 Volume 2 Loco Add-On,2012,208365,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Killing Floor - Ash Harding Character Pack,2012,210931,Tripwire Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hero Academy,2012,209270,Robot Entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Train Simulator: DB ICE 3 EMU Add-On,2012,208283,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Iron Brigade,2012,115120,Double Fine Productions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sleeping Dogs: Top Dog Silver Pack,2012,215241,United Front Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleeping Dogs: Retro Triad Pack,2012,215240,United Front Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleeping Dogs - High Resolution Texture Pack,2012,202181,United Front Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galaxy on Fire 2™ Full HD,2012,212010,Fishlabs Entertainment GmbH,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Counter-Strike: Global Offensive,2012,730,Valve,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2005,208580,"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Din's Curse,2010,217290,Soldak Entertainment,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
AVSEQ,2012,207670,Big Robot Ltd,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Train Simulator: Southern Pacific Cab Forward Loco Add-On,2012,208292,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Train Simulator: PRR GE 44 Loco Add-On,2012,208341,Digital Train Model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Train Simulator: UP GE 44 Loco Add-On,2012,208342,Digital Train Model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gotham City Impostors Free to Play: Premium Card Pack 3,2012,216458,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors Free to Play: Killah Kitteh,2012,216454,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors Free to Play: Steampunk Costume,2012,216447,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors Free to Play: Stitches,2012,216449,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors Free to Play: Ninja Costume,2012,216444,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure,2012,72000,Eyebrow Interactive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors Free to Play: Harlette,2012,216455,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors Free to Play: Support Item Pack - Professional,2012,216434,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors Free to Play: Weapon Pack - Ultimate,2012,216432,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors Free to Play: Support Item Pack - Starter,2012,216433,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors Free to Play: Crocky,2012,216448,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors Free to Play: Weapon Pack - Professional,2012,216431,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors Free to Play: Premium Card Pack 6,2012,216461,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors Free to Play: Costume Coin Boost - Solo,2012,216462,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To the Moon Soundtrack,2012,206450,Freebird Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Batman: Arkham City - Game of the Year Edition,2012,200260,"Rocksteady Studios,Feral Interactive (Mac)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To the Moon,2011,206440,Freebird Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Intrusion 2,2012,214970,Aleksey Abramenko,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors Free to Play: Ultimate Impostor Kit,2012,216468,"Monolith Productions, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critter Crunch,2012,61730,Capybara Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hearts of Iron III: Sounds of Conflict,2012,214981,Paradox Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Arma 2: Army of the Czech Republic,2012,33934,Bohemia Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jet Set Radio,2012,205950,Blit Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic: The Gathering - Duels of the Planeswalkers 2013 Expansion,2012,97350,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Awesomenauts - Expendable Clunk Skin,2012,204312,Ronimo Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Awesomenauts - Bumble Gnaw Skin,2012,204310,Ronimo Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Awesomenauts - Hotrod Derpl Skin,2012,204308,Ronimo Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Awesomenauts - Kosmonaut Yuri Skin,2012,204309,Ronimo Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Awesomenauts - Grandmaster Splash Skin,2012,204307,Ronimo Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Awesomenauts - Coco Hawaii Skin,2012,204304,Ronimo Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Might & Magic: Heroes VI - Danse Macabre Adventure Pack,2012,48232,Limbic Entertainment GmbH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Resident Evil: Operation Raccoon City - Renegade Weapons Pack,2012,210016,Slant Six Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: Operation Raccoon City - Classic Weapons Pack,2012,210018,Slant Six Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: Operation Raccoon City - Elite Weapons Pack,2012,210017,Slant Six Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 1,2012,210012,Slant Six Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: Operation Raccoon City - Weapon Stash,2012,210019,Slant Six Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 2,2012,210013,Slant Six Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wargame: European Escalation - ""Commander"" (Free DLC)",2012,58648,Eugen Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Testament of Sherlock Holmes,2012,205650,Frogwares,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHER VAPOR Remaster,2012,214570,Edelweiss,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carrier Command: Gaea Mission,2012,65740,Bohemia Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3D-Coat V4.8,2012,100980,Pilgway,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIT.TRIP.CORE Soundtrack,2012,205063,Gaijin Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cortex Command,2012,209670,Data Realms,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Dogfight 1942 Russia Under Siege,2012,217962,City Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIT.TRIP CORE,2012,205060,Gaijin Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Borderlands 2: Mechromancer Pack,2012,213230,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Duels 2013 ""Aura Servants"" Deck Key",2012,97380,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Duels 2013 ""Mindstorms"" Deck Key",2012,97384,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Duels 2013 ""Mindstorms"" Foil Conversion",2012,97385,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Duels 2013 ""Collective Might"" Foil Conversion",2012,97389,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Duels 2013 ""Aura Servants"" Foil Conversion",2012,97381,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rocksmith - Queen - Keep Yourself Alive,2012,206146,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Duels 2013 ""Collective Might"" Deck Key",2012,97388,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Duels 2013 ""Sepulchral Strength"" Deck Key",2012,97382,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rocketbirds: Hardboiled Chicken,2012,215510,Ratloop Asia,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Doom 3: BFG Edition,2012,208200,id Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borderlands 2 - Captain Scarlett and her Pirate's Booty,2012,207870,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sleeping Dogs - Street Racer Pack,2012,215247,United Front Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sleeping Dogs - Tactical Soldier Pack,2012,215246,United Front Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dungeon Defenders Anniversary Pack,2012,222680,Trendy Entertainment,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Crusader Kings II: Songs of Byzantium,2012,210901,Paradox Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rocksmith - My Chemical Romance - Planetary (GO!),2012,206141,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
